#==================== 通用字符串 ====================#
sheet_skill.SkillDesc.1502 = 我方全体成员制造一个护盾，持续{f104,t1}秒，可以吸收的伤害等于药药的{f104,v1%}%攻击力，同时对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.1511 = 飞到空中后快速落下，对敌人多次踢击造成{1,v1%}%伤害
sheet_skill.SkillDesc.1512 = 使用眼花缭乱的多段攻击对敌人造成{1,v1%}%伤害，并且会将敌人踢向空中
sheet_skill.SkillDesc.1521 = 释放治疗之光，治疗我方血量最低的角色，治疗血量等于自身攻击力的{f3,v1%}%
sheet_skill.SkillDesc.1522 = 释放庇护之光，给予我方血量最低的角色一个护盾，持续{f104,t1}秒，可以吸收的伤害等于梓汐的{f104,v1%}%攻击力

sheet_skill.SkillDesc.1211 = 洛瑞妮的攻击无人可躲，对敌人造成{1,v1%}%伤害，并且有{f32,p1%}%概率发生暴击
sheet_skill.SkillDesc.491 = 傀儡女王召唤出一道火焰，将一行敌人燃烧，对敌人造成{1,v1%}%伤害，并且有{16,p1%}%概率点燃敌人，持续{16,t1}秒
sheet_skill.SkillDesc.492 = 脆弱的敌人已经无处可躲，随手一道火柱对敌人造成{41,v1%}%伤害，如果目标处于点燃状态则额外承受{41,e1%}%伤害
sheet_skill.SkillDesc.1301 = 以牺牲自身血量为代价，对当前敌人造成{1,v1%}%伤害，牺牲的血量为自身伤害值的{f1,v1%}%
sheet_skill.SkillDesc.1302 = 禁忌之术，以自身血量为引导，对所有敌人造成{1,v1%}%伤害，牺牲的血量为自身伤害值的{f1,v1%}%
sheet_skill.SkillDesc.1201 = 以敌方目标为中心十字范围内敌人造成{1,v1%}%点伤害，并且{4,p1%}%使敌人中毒{4,t1}秒
sheet_skill.SkillDesc.1202 = 对当前目标造成{27,v1%}%点伤害，并且回复{27,v2%}%伤害血量
sheet_skill.SkillDesc.1381 = 蕾拉挥舞巨拳对敌人造成{1,v1%}%伤害，并使敌人进入浮空状态
sheet_skill.SkillDesc.1382 = 蕾拉释放自身的巨大能量对敌方全体造成{1,v1%}%伤害，自身血量越少伤害越高
sheet_skill.SkillDesc.1331 = 展示出王的财宝，然而看到的人都死了，固定对最后2列敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.1332 = 王决定亲赴战场，接下来的几次攻击都必然会暴击，这个状态持续{f138,t1}秒
sheet_skill.SkillDesc.1051 = 手中的伞挥过之后，一阵阴风吹过对敌人造成{1,v1%}%伤害，并随机使几名敌人进入失明状态，持续{13,t1}秒
sheet_skill.SkillDesc.1052 = 随机对几名敌人造成{1,v1%}%伤害，并使敌人进入沉默状态，持续{12,t1}秒
sheet_skill.SkillDesc.1391 = 创造一个群体护盾，持续{f104,t1}秒，可以吸收的伤害等于葱娘的{f104,v1%}%攻击力
sheet_skill.SkillDesc.1392 = 随机复活几名友方阵亡单位，并且恢复{f21,v1%}%血量


sheet_skill.SkillDesc.1081 = 挥舞长枪，扫向敌人，对当前目标及身后一名敌人造成{7,v1%}%伤害并无视防御
sheet_skill.SkillDesc.1082 = 冲向一个敌人，对其造成{1,v1%}%伤害并击晕敌人{8,t1}秒
sheet_skill.SkillDesc.181 = 经过短暂的蓄力之后，猛冲至敌人面前对其造成{1,v1%}%伤害
sheet_skill.SkillDesc.182 = 强烈的蓄力一击，对目标及其身后一名敌人造成{1,v1%}%伤害，并降低其命中{134,v1%}%，持续{134,t1}秒
sheet_skill.SkillDesc.351 = 给予队伍中最脆弱的队友增加一个护盾持续{f104,t1}秒，可以吸收的伤害等于罗兰的{f104,v1%}%攻击力
sheet_skill.SkillDesc.352 = 给自己释放一个增加{f142,v1%}%格挡概率的荆棘护盾，接下来受到伤害会反弹一部分给攻击者，挡持续{f142,t1}秒
sheet_skill.SkillDesc.371 = 发出震天的怒吼，增加自身的物防{f110,v1%}%，可以一直叠加
sheet_skill.SkillDesc.231 = 依米莉亚的刀法凌厉且伤害强大，对敌人最弱的角色造成{1,v1%}%的伤害
sheet_skill.SkillDesc.1191 = 眼花缭乱的剑舞，连续攻击敌人5次，总计造成{1,v1%}%伤害，并且使敌人点燃{16,t1}秒
sheet_skill.SkillDesc.1192 = 以不可见的速度，对全体敌人攻击5次，总计造成{1,v1%}%伤害
sheet_skill.SkillDesc.1221 = 短时间的蓄力之后，释放出强力一击，对敌方造成{1,v1%}%伤害
sheet_skill.SkillDesc.1222 = 对一整行的敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.1411 = 在一定时间蓄力后，猛冲到最弱的敌方面前对其造成2连击，总计{1,v1%}%伤害伤害
sheet_skill.SkillDesc.1412 = 高举大剑对前方整行敌人造成{1,v1%}%伤害，并且有{8,p1%}%概率眩晕敌人，持续{8,t1}秒
sheet_skill.SkillDesc.141 = 与座下灰狼一起猛扑过去，对敌人攻击2次造成{1,v1%}%伤害
sheet_skill.SkillDesc.142 = 与座下灰狼一起猛扑过去，对当前目标及后方所有敌人造成{37,v1%}%伤害，如果目标流血则额外承受{37,e1%}%伤害
sheet_skill.SkillDesc.1461 = 枪剑合璧的无双技术，随机对一名敌人造成{1,v1%}%伤害，并降低目标{156,v1%}%伤害，持续{156,t1}秒
sheet_skill.SkillDesc.1462 = 从最弱的敌人头顶飞过，共打击5次，总计攻击造成{1,v1%}%伤害
sheet_skill.SkillDesc.421 = 拉维亚的利爪会教育你什么叫做痛苦，对敌人造成{1,v1%}%伤害，并使敌人流血{17,t1}秒
sheet_skill.SkillDesc.422 = 啸月之后会使接下来{f138,t1}秒内，我方全体暴击概率增加{f138,v1%}%
sheet_skill.SkillDesc.321 = 将手插入到敌人内脏之中吸取能量，造成{27,v1%}%伤害，同时将伤害值的{27,v2%}%转化为自身血量
sheet_skill.SkillDesc.322 = 狂暴的能量已经不受控制，向整行目标喷射能量射线，造成{1,v1%}%伤害，但也会损失自身攻击力{f1,v1%}%的血量
sheet_skill.SkillDesc.1101 = 米歇尔的攻击对敌人造成{39,v1%}%伤害，如果目标中毒则额外承受{39,e1%}%伤害
sheet_skill.SkillDesc.1102 = 对当前目标及身后2列敌人造成{1,v1%}%伤害，并使敌人进入中毒状态，持续{4,t1}秒
sheet_skill.SkillDesc.1291 = 用皮鞭猛抽敌人，对其造成{1,v1%}%伤害，并且{19,p1%}%使敌人石化{19,t1}秒
sheet_skill.SkillDesc.1292 = 雪莉露对所有敌人造成{1,v1%}%伤害，并且减少敌人魔防降低{112,v1%}%，持续{112,t1}秒
sheet_skill.SkillDesc.1031 = 对当前目标整列的敌人造成{1,v1%}%的伤害
sheet_skill.SkillDesc.1032 = 对敌方十字范围内的敌人造成{7,v1%}%的伤害，并且无视敌方防御
sheet_skill.SkillDesc.271 = 召唤出巨大的雪人对当前敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.272 = 雪人从天而降，对所有的敌人造成{1,v1%}%伤害，并且降低敌人物防{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.1241 = 对敌方全体造成{1,v1%}%伤害，并且概率眩晕敌人{8,t1}秒
sheet_skill.SkillDesc.1242 = 使敌方全体造成{1,v1%}%伤害，并且降低物理防御{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.1471 = 给予我方血量最低的单位治疗，恢复血量等于喵酱攻击力的{f3,v1%}%，同时增加防御力{f154,v1%}%，持续{f154,t1}秒
sheet_skill.SkillDesc.1472 = 驱散我方所有异常状态和减益效果
sheet_skill.SkillDesc.1151 = 对敌方全体造成{1,v1%}%伤害，同时降低敌方魔法防御{112,v1%}%，持续{112,t1}秒
sheet_skill.SkillDesc.1152 = 对我方全体伤害加成效果{f156,v1%}%，持续{f156,t1}秒
sheet_skill.SkillDesc.1041 = 如疾风略过，无人可挡其锋芒，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.1042 = 以千钧之势，对整行的敌人，造成{1,v1%}%伤害
sheet_skill.SkillDesc.1071 = 以雷霆之势猛冲向敌人对其3连击，造成{1,v1%}%伤害，同时降低敌方防御力{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.1072 = 高举圣剑，增加我方全体攻击力{f156,v1%}%，持续{f156,t1}秒
sheet_skill.SkillDesc.1251 = 扫除面前一切的障碍，3拳将敌人击飞到空中总计造成{1,v1%}%伤害，并增加自身物攻{f114,v1%}%，可叠加
sheet_skill.SkillDesc.1252 = 女仆的祝福极其强大，增加自身的物攻{f114,v1%}%，命中{f134,v1%}%，持续时间{f114,t1}秒





sheet_skill.SkillDesc.31 = 以敌方目标为中心的十字范围内，对每个敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.32 = 呼唤月神而获得力量，治疗自身，治疗血量等于自身攻击力的{f3,v1%}%
sheet_skill.SkillDesc.331 = 猛冲向对方，用铁拳对敌人造成{1,v1%}%的伤害
sheet_skill.SkillDesc.332 = 将双拳变成纯金，提升防御力{f110,v1%}%，持续{f110,t1}秒
sheet_skill.SkillDesc.111 = 凝聚天地中的能力到自身与所有伙伴周围，增加{f110,v1%}%物理防御，持续{f110,t1}秒
sheet_skill.SkillDesc.112 = 飞跃到敌人上方用长枪对敌人共计6次，造成{1,v1%}%伤害，同时降低敌方防御力{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.661 = 猛扑到敌人面前用尖牙撕咬敌人，对其造成{1,v1%}%伤害，并且使敌人流血{17,t1}秒
sheet_skill.SkillDesc.1401 = 利用浮游炮对最弱的敌人造成8次，总计造成{1,v1%}%的伤害
sheet_skill.SkillDesc.1402 = 牺牲自身的防御力，进而使得自身的攻击力提升{f156,v1%}%，持续{f156,t1}秒
sheet_skill.SkillDesc.601 = 爆爆熊的狂怒无人可挡，抓住敌人猛拍3下，总计造成{1,v1%}%伤害，并使敌人眩晕{8,t1}秒
sheet_skill.SkillDesc.1361 = 激发我方全体的格斗之魂，增加攻击力{f156,v1%}%持续{f156,t1}秒
sheet_skill.SkillDesc.1362 = 对一行的敌人反复穿梭5次，总计造成{1,v1%}%物理伤害
sheet_skill.SkillDesc.1091 = 冲锋到敌人面前，对敌人连续斩击3次，总计造成{1,v1%}%伤害
sheet_skill.SkillDesc.1092 = 从高空坠落对全体敌人造成5次总计{1,v1%}%伤害，并且{110,p1%}%概率使敌人降低防御{110,t1}秒
sheet_skill.SkillDesc.431 = 突如其来的一刀让敌人防不胜防，对敌人造成{7,v1%}%的伤害并无视敌方防御
sheet_skill.SkillDesc.1121 = 以战刀猛砍敌人，对敌方单体造成{40,v1%}%的伤害，如果目标被标记则额外承受{40,e1%}%伤害
sheet_skill.SkillDesc.1122 = 对敌人造成{1,v1%}%的伤害同时给予敌人标记状态，被标记的敌人降低闪避和格挡{142,v1%}%，持续{142,t1}秒
sheet_skill.SkillDesc.101 = 反手握住武器，将敌人挑飞在空中并造成{1,v1%}%伤害
sheet_skill.SkillDesc.102 = 在冲向敌人的同时在自身周围形成旋转的刀刃，共计3次攻击，对敌方全体造成{1,v1%}%伤害
sheet_skill.SkillDesc.651 = 挥舞重斧对敌人进行3连击，总计造成{1,v1%}%伤害，并且有{8,p1%}%概率眩晕敌人，持续{8,t1}秒
sheet_skill.SkillDesc.652 = 跳向半空中利用重力加速落下，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.121 = 飞到空中丢出多枚飞镖，对当前行的每个敌人攻击3次造成{1,v1%}%伤害
sheet_skill.SkillDesc.1021 = 超快速的攻击使得敌人无法捕捉身影，随机对几名敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.1022 = 艾尔利斯给予己方最弱队员一个护盾，吸收的伤害值等于艾尔利斯攻击力的{f104,v1%}%，持续{f104,t1}秒
sheet_skill.SkillDesc.301 = 用巨剑刮起的大风，对敌人造成{1,v1%}%伤害，并且使敌人魔防降低{112,v1%}%，持续{112,t1}秒
sheet_skill.SkillDesc.311 = 经过短暂的蓄能之后，发射出一枚巨大的炮弹对敌人造成{1,v1%}%伤害，并且使敌人物防降低{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.361 = 从身体中飞出高速的石镖，对随机敌人造成{1,v1%}%伤害，并且有{19,p1%}%概率使敌人石化，持续{19,t1}秒
sheet_skill.SkillDesc.241 = 虽然还是幼年蓝龙，但是它的咆哮会对全体敌人造成{1,v1%}%伤害，并且使敌人魔攻降低{116,v1%}%，持续{116,t1}秒
sheet_skill.SkillDesc.171 = 给予友方血量最低队员治疗，恢复血量等于精灵长老攻击力的{f3,v1%}%，并且还会持续回血{f6,t1}秒
sheet_skill.SkillDesc.172 = 召唤精灵的魔力，驱散我方全体队员的异常状态
sheet_skill.SkillDesc.1171 = 不慎跌倒时飞起的酒瓶，砸到了敌人的头上对其造成{1,v1%}%伤害
sheet_skill.SkillDesc.1172 = 虽然有时饮酒误事，但关键时刻也可以给予全体队友以治疗，恢复血量等于露露{f3,v1%}%攻击力
sheet_skill.SkillDesc.1011 = 给予我方血量最低队员以治疗，恢复血量等于乔伊娜{f3,v1%}%攻击力，并持续治疗目标{f6,t1}秒
sheet_skill.SkillDesc.1012 = 增加我方全体队员{f156,v1%}%伤害，持续{f156,t1}秒






sheet_skill.SkillDesc.611 = 铁皮猫的增加自身魔防{f112,v1%}%，可以持续叠加
sheet_skill.SkillDesc.11 = 白狼猛扑到敌人面前用尖牙撕咬敌人，对其造成{1,v1%}%伤害，并使敌人流血，持续{17,t1}秒
sheet_skill.SkillDesc.51 = 唤醒大地的守护之力，增强自身的物防{f110,v1%}%，持续{f110,t1}秒
sheet_skill.SkillDesc.161 = 凝神蓄力之后对敌人射出3只箭矢，造成{1,v1%}%伤害
sheet_skill.SkillDesc.162 = 增加自身的魔防{f112,v1%}%,持续{f112,t1}秒
sheet_skill.SkillDesc.41 = 贝贝挥起装满金币的背包，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.341 = 对敌人发射3次附带灵力的飞箭，总计造成{1,v1%}%的伤害
sheet_skill.SkillDesc.201 = 一击插敌，对敌人造成{1,v1%}%伤害,并降低敌人闪避持续{136,t1}秒
sheet_skill.SkillDesc.151 = 向敌人猛扑过去，将敌人抓起，造成{1,v1%}%伤害
sheet_skill.SkillDesc.81 = 在原地消失后瞬间出现在敌人身后，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.131 = 从魔瓶中引用魔法能量随机对多个敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.631 = 向敌人喷吐出超级辣椒水，伤害可想而知，造成{1,v1%}%伤害，并降低敌人命中{134,t1}秒
sheet_skill.SkillDesc.291 = 蓄力后发出炮击，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.91 = 使用连弩对敌人多次射击，共射击8次造成{1,v1%}%伤害
sheet_skill.SkillDesc.591 = 发条兔温柔的治愈血量最低的队友，治疗效果等于发条兔攻击力的{f3,v1%}%


sheet_skill.SkillDesc.691 = 唤醒大地的守护之力，增强自身的物防{f110,v1%}%，持续{f110,t1}秒
sheet_skill.SkillDesc.501 = 随意的几下侧踢，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.502 = 一连串的组合拳随机对一名敌人造成{1,v1%}%伤害，并使敌人流血，持续{17,t1}秒
sheet_skill.SkillDesc.511 = 以自身强大的体术对敌人一列造成{1,v1%}%伤害
sheet_skill.SkillDesc.512 = 召唤飞行器发射出一道死光将全部敌人消灭为灰烬，造成{1,v1%}%伤害
sheet_skill.SkillDesc.521 = 将力量凝聚在双手，猛砸向地面造成{1,v1%}%伤害
sheet_skill.SkillDesc.522 = 召唤红色的闪电对自己进行洗礼，增加自身的物理防御{f110,v1%}%，持续{f110,t1}秒
sheet_skill.SkillDesc.531 = 攻击能力全开，增强自身暴击概率{f138,v1%}%，持续{f138,t1}秒
sheet_skill.SkillDesc.532 = 防御能力全开，增强自身的物攻{f113,v1%}%，持续{f113,t1}秒
sheet_skill.SkillDesc.581 = 向敌人身上喷吐出大量黏液，造成{1,v1%}%伤害，并使敌人中毒，持续{4,t1}秒
sheet_skill.SkillDesc.585 = 免疫即死效果

sheet_skill.SkillDesc.2001 = 十分基础的攻击方式，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.2002 = 注入信念进行雷霆一击，对敌人造成{1,v1%}%伤害，并降低敌人防御{110,v1%}%，持续{110,t1}秒
sheet_skill.SkillDesc.2011 = 召唤出巨炮对敌人进行毁灭性的打击，共计造成{1,v1%}%伤害
sheet_skill.SkillDesc.2012 = 切换战斗形态，使普攻变为攻击全体敌人，并有概率点燃敌人，战斗形态持续20秒
sheet_skill.SkillDesc.2021 = 随机对一名敌人造成造成{1,v1%}%伤害，超快的枪速让敌人防不胜防
sheet_skill.SkillDesc.2022 = 在空中奋力一跃，对敌人造成{1,v1%}%伤害，本次攻击必中
sheet_skill.SkillDesc.20131 = 召唤出四骑士之一的“战争“,以雷霆之势向敌人猛扑,伤害无法估量
sheet_skill.SkillDesc.2031 = 召唤出死亡之风，对敌人造成{1,v1%}%伤害
sheet_skill.SkillDesc.2032 = 一刀劈下，对一行敌人造成{1,v1%}%伤害，并使敌人流血，持续{17,t1}秒


#==================== 技能描述 ====================#


#==================== 怪物及伙伴表格 ====================#
sheet_hero.name.goblin2 = 肥肥
sheet_hero.name.goblin6 = 壮壮
sheet_hero.name.liuke = 硫克
sheet_hero.name.zhenni = 珍妮
sheet_hero.name.leike = 雷克泰勒
sheet_hero.name.canglang1 = 巴鲁克
sheet_hero.name.canglang2 = 影
sheet_hero.name.canglang3 = 莉迪亚
sheet_hero.name.canglang4 = 苍狼维克多
sheet_hero.name.poxiao1 = 禁军蜂
sheet_hero.name.poxiao2 = 禁军刃
sheet_hero.name.poxiao3 = 禁军炮
sheet_hero.name.poxiao4 = 伊扎克
sheet_hero.name.poxiao5 = 禁军盾
sheet_hero.name.poxiao6 = 禁军弓
sheet_hero.name.poxiao7 = 罗兰
sheet_hero.name.jien = 基恩
sheet_hero.name.teluo = 特罗
sheet_hero.name.zhaohuanshou50 = 武士
sheet_hero.name.zhaohuanshou51 = 战争
sheet_hero.name.zhaohuanshou52 = 毁灭者
sheet_hero.name.zhaohuanshou53 = 游侠
sheet_hero.name.chest
sheet_hero.name.canglang5 = 维克多
sheet_hero.name.canglang6 = 苍狼
sheet_hero.name.rose4 = 贝丽谢尔 
sheet_hero.name.adair = 亚岱尔
